FullGeoName,Year,Travel status,County,Count,Legend,Notes
"AL, Autauga",2010 - 2024,All,01001,1 to 4,1 to 4,"AL, NA"
"AL, Baldwin",2010 - 2024,All,01003,1 to 4,1 to 4,"AL, NA"
"AL, Chilton",2010 - 2024,All,01021,1 to 4,1 to 4,"AL, NA"
"AL, Elmore",2010 - 2024,All,01051,1 to 4,1 to 4,"AL, NA"
"AL, Franklin",2010 - 2024,All,01059,1 to 4,1 to 4,"AL, NA"
"AL, Houston",2010 - 2024,All,01069,1 to 4,1 to 4,"AL, NA"
"AL, Lauderdale",2010 - 2024,All,01077,1 to 4,1 to 4,"AL, NA"
"AL, Lawrence",2010 - 2024,All,01079,1 to 4,1 to 4,"AL, NA"
"AL, Marshall",2010 - 2024,All,01095,1 to 4,1 to 4,"AL, NA"
"AL, Mobile",2010 - 2024,All,01097,1 to 4,1 to 4,"AL, NA"
"AL, Morgan",2010 - 2024,All,01103,1 to 4,1 to 4,"AL, NA"
"AL, Pike",2010 - 2024,All,01109,1 to 4,1 to 4,"AL, NA"
"AL, Shelby",2010 - 2024,All,01117,1 to 4,1 to 4,"AL, NA"
"AL, Tuscaloosa",2010 - 2024,All,01125,1 to 4,1 to 4,"AL, NA"
"AK, Fairbanks North Star Borough",2010 - 2024,All,02090,1 to 4,1 to 4,"AK, NA"
"AK, Matanuska-Susitna Borough",2010 - 2024,All,02170,1 to 4,1 to 4,"AK, NA"
"AZ, Cochise",2010 - 2024,All,04003,1 to 4,1 to 4,"AZ, NA"
"AZ, Gila",2010 - 2024,All,04007,1 to 4,1 to 4,"AZ, NA"
"AZ, La Paz",2010 - 2024,All,04012,1 to 4,1 to 4,"AZ, NA"
"AZ, Mohave",2010 - 2024,All,04015,1 to 4,1 to 4,"AZ, NA"
"AZ, Santa Cruz",2010 - 2024,All,04023,1 to 4,1 to 4,"AZ, NA"
"AZ, Yavapai",2010 - 2024,All,04025,1 to 4,1 to 4,"AZ, NA"
"AR, Chicot",2010 - 2024,All,05017,1 to 4,1 to 4,"AR, NA"
"AR, Clark",2010 - 2024,All,05019,1 to 4,1 to 4,"AR, NA"
"AR, Crawford",2010 - 2024,All,05033,1 to 4,1 to 4,"AR, NA"
"AR, Greene",2010 - 2024,All,05055,1 to 4,1 to 4,"AR, NA"
"AR, Madison",2010 - 2024,All,05087,1 to 4,1 to 4,"AR, NA"
"AR, Mississippi",2010 - 2024,All,05093,1 to 4,1 to 4,"AR, NA"
"AR, Pope",2010 - 2024,All,05115,1 to 4,1 to 4,"AR, NA"
"AR, Saline",2010 - 2024,All,05125,1 to 4,1 to 4,"AR, NA"
"AR, Sebastian",2010 - 2024,All,05131,1 to 4,1 to 4,"AR, NA"
"AR, Sevier",2010 - 2024,All,05133,1 to 4,1 to 4,"AR, NA"
"AR, Union",2010 - 2024,All,05139,1 to 4,1 to 4,"AR, NA"
"CA, Amador",2010 - 2024,All,06005,1 to 4,1 to 4,"CA, NA"
"CA, Colusa",2010 - 2024,All,06011,1 to 4,1 to 4,"CA, NA"
"CA, Humboldt",2010 - 2024,All,06023,1 to 4,1 to 4,"CA, NA"
"CA, Lake",2010 - 2024,All,06033,1 to 4,1 to 4,"CA, NA"
"CA, Madera",2010 - 2024,All,06039,1 to 4,1 to 4,"CA, NA"
"CA, Mendocino",2010 - 2024,All,06045,1 to 4,1 to 4,"CA, NA"
"CA, Merced",2010 - 2024,All,06047,1 to 4,1 to 4,"CA, NA"
"CA, Mono",2010 - 2024,All,06051,1 to 4,1 to 4,"CA, NA"
"CA, Nevada",2010 - 2024,All,06057,1 to 4,1 to 4,"CA, NA"
"CA, Shasta",2010 - 2024,All,06089,1 to 4,1 to 4,"CA, NA"
"CA, Sutter",2010 - 2024,All,06101,1 to 4,1 to 4,"CA, NA"
"CA, Tehama",2010 - 2024,All,06103,1 to 4,1 to 4,"CA, NA"
"CA, Tuolumne",2010 - 2024,All,06109,1 to 4,1 to 4,"CA, NA"
"CA, Yuba",2010 - 2024,All,06115,1 to 4,1 to 4,"CA, NA"
"CO, Archuleta",2010 - 2024,All,08007,1 to 4,1 to 4,"CO, NA"
"CO, Broomfield",2010 - 2024,All,08014,1 to 4,1 to 4,"CO, NA"
"CO, Gunnison",2010 - 2024,All,08051,1 to 4,1 to 4,"CO, NA"
"CO, La Plata",2010 - 2024,All,08067,1 to 4,1 to 4,"CO, NA"
"CO, Mesa",2010 - 2024,All,08077,1 to 4,1 to 4,"CO, NA"
"CO, Morgan",2010 - 2024,All,08087,1 to 4,1 to 4,"CO, NA"
"CO, Pitkin",2010 - 2024,All,08097,1 to 4,1 to 4,"CO, NA"
"CO, Routt",2010 - 2024,All,08107,1 to 4,1 to 4,"CO, NA"
"CO, San Miguel",2010 - 2024,All,08113,1 to 4,1 to 4,"CO, NA"
"CO, Summit",2010 - 2024,All,08117,1 to 4,1 to 4,"CO, NA"
"CT, Litchfield",2010 - 2024,All,09005,1 to 4,1 to 4,"CT, NA"
"CT, Middlesex",2010 - 2024,All,09007,1 to 4,1 to 4,"CT, NA"
"CT, Tolland",2010 - 2024,All,09013,1 to 4,1 to 4,"CT, NA"
"CT, Windham",2010 - 2024,All,09015,1 to 4,1 to 4,"CT, NA"
"CT, Lower Connecticut River Valley",2010 - 2024,All,09130,1 to 4,1 to 4,"CT, NA"
"CT, Naugatuck Valley",2010 - 2024,All,09140,1 to 4,1 to 4,"CT, NA"
"CT, Northwest Hills",2010 - 2024,All,09160,1 to 4,1 to 4,"CT, NA"
"CT, Southeastern Connecticut",2010 - 2024,All,09180,1 to 4,1 to 4,"CT, NA"
"DE, Kent",2010 - 2024,All,10001,1 to 4,1 to 4,"DE, Kent County"
"DE, Sussex",2010 - 2024,All,10005,1 to 4,1 to 4,"DE, Sussex County"
